docid,label,url,author,title,year,abstract,combined_text,language
3389540,"Elsa Perdrix, Quitterie Roquebert. Does the amount of formal care affect informal care ? Evidence among over‑60s in France. European Journal of Health Economics, 2021, pp.13. &#x27E8;10.1007/s10198-021-01370-5&#x27E9;. &#x27E8;hal-03389540&#x27E9;",https://hal.science/hal-03389540,"Elsa Perdrix, Quitterie Roquebert",Does the amount of formal care affect informal care ? Evidence among over‑60s in France,2021,"This paper investigates the causal effect of the amount of formal care used on the informal care received by formal careusers. We use an original instrument for formal care volume based on local disparities (NUTS 3 level, 96 units) in the priceof formal care. Using the French CARE survey, we use a two-part model to assess the effect of formal care on the extensiveand the intensive margin of informal care. An increase in the amount of formal care is found to be associated with a smalldecrease in the probability of using informal care. Heterogeneity tests show that this negative effect is mainly driven by helpfor daily activities provided by women. At the intensive margin, informal care is not significantly affected by the amountof formal care. Reforms increasing subsidies for formal care can thus be suspected to have a limited effect on informal carearrangements.","Does the amount of formal care affect informal care ? Evidence among over‑60s in France This paper investigates the causal effect of the amount of formal care used on the informal care received by formal careusers. We use an original instrument for formal care volume based on local disparities (NUTS 3 level, 96 units) in the priceof formal care. Using the French CARE survey, we use a two-part model to assess the effect of formal care on the extensiveand the intensive margin of informal care. An increase in the amount of formal care is found to be associated with a smalldecrease in the probability of using informal care. Heterogeneity tests show that this negative effect is mainly driven by helpfor daily activities provided by women. At the intensive margin, informal care is not significantly affected by the amountof formal care. Reforms increasing subsidies for formal care can thus be suspected to have a limited effect on informal carearrangements.",en
1298936,"Hippolyte d'Albis, Carole Bonnet, Najat El Mekkaouide Freitas, Angela Greulich, Julien Navaux, et al.. Étude portant sur la répartition des prélèvements et des transferts entre les générations en France. [Rapport de recherche] Chaire Transitions Economiques, Transitions Démographiques Fondation du Risque. 2013. &#x27E8;hal-01298936&#x27E9;",https://hal.science/hal-01298936,"Hippolyte d'Albis, Carole Bonnet, Najat El Mekkaouide Freitas, Angela Greulich, Julien Navaux, ",Étude portant sur la répartition des prélèvements et des transferts entre les générations en France,2013,"Le marché porte sur la réalisation d’une étude proposant un panorama complet des transferts entreles générations pour la France sur un horizon temporel de 30 ans. Elle utilise une méthodologieoriginale, celle des Comptes de Transfert Nationaux (NTA), qui aujourd’hui fait référence sur le planinternational. L’idée générale est de comparer ce que chaque cohorte, définie comme l’ensemble desenfants nés une année donnée, consomme et produit à une date donnée. Par consommation, onentend consommation de biens marchands mais aussi de biens/services publics tels que l’éducationou la santé. Cette consommation est comparée aux revenus du travail (y compris les cotisationssociales salariales et patronales) pour définir les cohortes qui en excédent « subventionnent » lescohortes qui consomment plus qu’elles ne produisent. Cette méthode permet de percevoir de façontrès complète l’ensemble des transferts entre les générations au cours d’une année et sadéformation au cours du temps.Les travaux définis dans le cadre du marché ont été effectués. L’essentiel concernait la constructiond’un profil des excédents et déficits au cours du cycle de vie, c’est‐à‐dire la différence à chaque âgeentre les revenus du travail et les consommations privées et publiques. Il a été réalisé pour toutes lesannées allant de 1979 à 2005. Une décomposition par sexe du « profil de cycle de vie » a également été réalisée pour la période considérée.  Les principales conclusions de cette étude sont les suivantes. Malgré les très importantschangements économiques, sociaux et politiques que la société française a connu depuis la fin desannées 1980, la part des transferts vers les moins de 20 ans et les plus de 60 ans dans le PIB a étéremarquablement stable. Ils reflètent un choix collectif pour une certaine égalité entre les âges,lorsque la variable d’intérêt est la consommation. Par ailleurs, lorsque l’on se limite aux biens etservices marchands, les transferts favorisent les plus de 60 ans par rapport au moins de 20 ans et,parmi les plus de 60 ans, les femmes par rapport aux hommes. Lorsque l’on intègre la productiondomestique, le constat est inversé et ce sont les jeunes et les hommes de plus de 60 ans quireçoivent le plus de transferts.","Étude portant sur la répartition des prélèvements et des transferts entre les générations en France Le marché porte sur la réalisation d’une étude proposant un panorama complet des transferts entreles générations pour la France sur un horizon temporel de 30 ans. Elle utilise une méthodologieoriginale, celle des Comptes de Transfert Nationaux (NTA), qui aujourd’hui fait référence sur le planinternational. L’idée générale est de comparer ce que chaque cohorte, définie comme l’ensemble desenfants nés une année donnée, consomme et produit à une date donnée. Par consommation, onentend consommation de biens marchands mais aussi de biens/services publics tels que l’éducationou la santé. Cette consommation est comparée aux revenus du travail (y compris les cotisationssociales salariales et patronales) pour définir les cohortes qui en excédent « subventionnent » lescohortes qui consomment plus qu’elles ne produisent. Cette méthode permet de percevoir de façontrès complète l’ensemble des transferts entre les générations au cours d’une année et sadéformation au cours du temps.Les travaux définis dans le cadre du marché ont été effectués. L’essentiel concernait la constructiond’un profil des excédents et déficits au cours du cycle de vie, c’est‐à‐dire la différence à chaque âgeentre les revenus du travail et les consommations privées et publiques. Il a été réalisé pour toutes lesannées allant de 1979 à 2005. Une décomposition par sexe du « profil de cycle de vie » a également été réalisée pour la période considérée.  Les principales conclusions de cette étude sont les suivantes. Malgré les très importantschangements économiques, sociaux et politiques que la société française a connu depuis la fin desannées 1980, la part des transferts vers les moins de 20 ans et les plus de 60 ans dans le PIB a étéremarquablement stable. Ils reflètent un choix collectif pour une certaine égalité entre les âges,lorsque la variable d’intérêt est la consommation. Par ailleurs, lorsque l’on se limite aux biens etservices marchands, les transferts favorisent les plus de 60 ans par rapport au moins de 20 ans et,parmi les plus de 60 ans, les femmes par rapport aux hommes. Lorsque l’on intègre la productiondomestique, le constat est inversé et ce sont les jeunes et les hommes de plus de 60 ans quireçoivent le plus de transferts.",fr
3829077,"Régis Aubry, Monique Canto-Sperber, Sophie Crozier, Pierre Delmas-Goyon, Emmanuel Didier, et al.. Enjeux éthiques de la prise en charge et de l’accès aux soins pour tous en situation de forte tension liée à l’épidémie de Covid-19 : Réponse à la saisine du ministre des solidarités et de la santé (novembre 2020). [Rapport de recherche] Comité consultatif national d'éthique pour les sciences de la vie et de la santé. 2020, pp.12. &#x27E8;hal-03829066&#x27E9;",https://sciencespo.hal.science/hal-03829066,"Régis Aubry, Monique Canto-Sperber, Sophie Crozier, Pierre Delmas-Goyon, Emmanuel Didier, ",Enjeux éthiques de la prise en charge et de l’accès aux soins pour tous en situation de forte tension liée à l’épidémie de Covid-19 : Réponse à la saisine du ministre des solidarités et de la santé (novembre 2020),2020,"La tension qui s’exerce sur le système sanitaire, révélée à l’occasion de l’épidémie de Covid-19, traduit l’insuffisance des moyens au regard des besoins de santé. Elle est liée, d’une part, à l’accélération de la propagation du virus qui affecte, de façon particulièrement inégalitaire, un nombre très élevé de personnes et, d’autre part, aux limites du système de santé lui-même en termes de capacités et de ressources humaines. Si l’adaptation des capacités (par exemple, augmentation du nombre de lits de réanimation ou de lits de médecine) est théoriquement toujours possible, l’augmentation des ressources humaines, qu’il s’agisse des personnels médicaux ou paramédicaux, n’est pas réalisable dans un délai court, puisqu’elle est tributaire du recrutement et de la formation de ces professionnels. (Premier paragraphe)","Enjeux éthiques de la prise en charge et de l’accès aux soins pour tous en situation de forte tension liée à l’épidémie de Covid-19 : Réponse à la saisine du ministre des solidarités et de la santé (novembre 2020) La tension qui s’exerce sur le système sanitaire, révélée à l’occasion de l’épidémie de Covid-19, traduit l’insuffisance des moyens au regard des besoins de santé. Elle est liée, d’une part, à l’accélération de la propagation du virus qui affecte, de façon particulièrement inégalitaire, un nombre très élevé de personnes et, d’autre part, aux limites du système de santé lui-même en termes de capacités et de ressources humaines. Si l’adaptation des capacités (par exemple, augmentation du nombre de lits de réanimation ou de lits de médecine) est théoriquement toujours possible, l’augmentation des ressources humaines, qu’il s’agisse des personnels médicaux ou paramédicaux, n’est pas réalisable dans un délai court, puisqu’elle est tributaire du recrutement et de la formation de ces professionnels. (Premier paragraphe)",fr
1053340,"Philippe Askenazy, Brigitte Dormont, Pierre-Yves Geoffard. Pour un système de santé plus efficace. 2013, 12 p. &#x27E8;halshs-01053340&#x27E9;",https://shs.hal.science/halshs-01053340,"Philippe Askenazy, Brigitte Dormont, Pierre-Yves Geoffard",Pour un système de santé plus efficace,2013,"Avec une dépense de santé plus élevée que dans nombre de pays développés, les performances françaises en matière de santé sont plutôt bonnes, mais avec des inégalités sociales de santé particulièrement marquées. L'objet de cette Note est de proposer des directions pour améliorer l'efficacité du système de santé dans son ensemble. Trois voies de refonte sont proposées. En premier lieu, contrairement à la logique actuelle qui consiste à limiter la dépense de la Sécurité sociale par une réduction des taux de remboursement, il convient de définir un "" panier de soins solidaire "" ayant vocation à être accessibles à tous sans barrières financières. Ce panier regrouperait l'ensemble des produits de santé et des actes curatifs ou préventifs, pratiqués en médecine ambulatoire ou à l'hôpital, qui bénéficieraient d'une couverture pour des indications clairement identifiées. Son périmètre serait défi ni et actualisé de façon systématique et transparente sur la base d'un classement des traitements disponibles selon leurs gains respectifs rapportés à leurs coûts. Les traitements extérieurs à ce panier n'auraient pas vocation à être pris en charge, même partiellement, par la collectivité. En deuxième lieu, afin d'allouer la dépense, en fonction des besoins, et d'améliorer l'efficacité des parcours de soins, il conviendrait de doter les agences régionales de santé (ARS) d'une enveloppe financière globale, basée sur les besoins estimés des populations dont elles ont la charge. Les ARS auraient la faculté de répartir au mieux cette enveloppe entre la médecine ambulatoire, l'hôpital et le médico-social. Elles auraient aussi la maîtrise des conventionnements et des modalités de rémunérations des professionnels de santé. Mettre les ARS au centre des dispositifs de pilotage permettrait de mieux adapter l'offre de soins aux besoins de chaque région et d'optimiser les moyens sur l'ensemble des modes d'intervention. Troisièmement, il est urgent de favoriser la montée en puissance des systèmes d'information en santé. Un investissement décisif est nécessaire pour convaincre les acteurs du système de santé, et notamment les assurés sociaux, de développer le dossier médical personnel. Il est en effet crucial que tous les professionnels de santé produisent et partagent des données de santé, de manière sécurisée pour le patient, afin de coordonner les soins et de limiter les examens superflus. Une information à caractère public doit également être produite et diffusée sur la qualité des soins dispensés par les établissements hospitaliers, les maisons de santé ou les établissements d'hébergement des personnes âgées dépendantes (EHPAD) afin de favoriser la concurrence en qualité et de promouvoir l'égalité dans l'accès à des soins de qualité. Enfin, des indicateurs comparables sur les performances des régions en matière de santé publique, d'inégalités sociales de santé et d'accès aux soins doivent être produits et diffusés largement. Cette Note a été présentée à la directrice adjointe du cabinet du Premier ministre le mardi 2 juillet 2013.","Pour un système de santé plus efficace Avec une dépense de santé plus élevée que dans nombre de pays développés, les performances françaises en matière de santé sont plutôt bonnes, mais avec des inégalités sociales de santé particulièrement marquées. L'objet de cette Note est de proposer des directions pour améliorer l'efficacité du système de santé dans son ensemble. Trois voies de refonte sont proposées. En premier lieu, contrairement à la logique actuelle qui consiste à limiter la dépense de la Sécurité sociale par une réduction des taux de remboursement, il convient de définir un "" panier de soins solidaire "" ayant vocation à être accessibles à tous sans barrières financières. Ce panier regrouperait l'ensemble des produits de santé et des actes curatifs ou préventifs, pratiqués en médecine ambulatoire ou à l'hôpital, qui bénéficieraient d'une couverture pour des indications clairement identifiées. Son périmètre serait défi ni et actualisé de façon systématique et transparente sur la base d'un classement des traitements disponibles selon leurs gains respectifs rapportés à leurs coûts. Les traitements extérieurs à ce panier n'auraient pas vocation à être pris en charge, même partiellement, par la collectivité. En deuxième lieu, afin d'allouer la dépense, en fonction des besoins, et d'améliorer l'efficacité des parcours de soins, il conviendrait de doter les agences régionales de santé (ARS) d'une enveloppe financière globale, basée sur les besoins estimés des populations dont elles ont la charge. Les ARS auraient la faculté de répartir au mieux cette enveloppe entre la médecine ambulatoire, l'hôpital et le médico-social. Elles auraient aussi la maîtrise des conventionnements et des modalités de rémunérations des professionnels de santé. Mettre les ARS au centre des dispositifs de pilotage permettrait de mieux adapter l'offre de soins aux besoins de chaque région et d'optimiser les moyens sur l'ensemble des modes d'intervention. Troisièmement, il est urgent de favoriser la montée en puissance des systèmes d'information en santé. Un investissement décisif est nécessaire pour convaincre les acteurs du système de santé, et notamment les assurés sociaux, de développer le dossier médical personnel. Il est en effet crucial que tous les professionnels de santé produisent et partagent des données de santé, de manière sécurisée pour le patient, afin de coordonner les soins et de limiter les examens superflus. Une information à caractère public doit également être produite et diffusée sur la qualité des soins dispensés par les établissements hospitaliers, les maisons de santé ou les établissements d'hébergement des personnes âgées dépendantes (EHPAD) afin de favoriser la concurrence en qualité et de promouvoir l'égalité dans l'accès à des soins de qualité. Enfin, des indicateurs comparables sur les performances des régions en matière de santé publique, d'inégalités sociales de santé et d'accès aux soins doivent être produits et diffusés largement. Cette Note a été présentée à la directrice adjointe du cabinet du Premier ministre le mardi 2 juillet 2013.",fr
3352871,"Thibault Gajdos, Clémentine Garrouste, Pierre-Yves Geoffard. The subjective value of a life with Down syndrome: Evidence from amnocentesis decision. 2021. &#x27E8;hal-03352871&#x27E9;",https://hal.science/hal-03352871,"Thibault Gajdos, Clémentine Garrouste, Pierre-Yves Geoffard",The subjective value of a life with Down syndrome: Evidence from amnocentesis decision,2021,"Using a simple theoretical decision model and an original database, we were able to elicit thedistribution of the utility value of having a child with Down syndrome for a large sample of Frenchpregnant women (n = 28, 341) between 2003 and 2007. We found that, on a scale where the value ofa fetal death is 0 and the value of a healthy child is 1, the mean value for a child with Down syndromeis about −0.6. Assuming that the policymaker used the same decision model as the women, we inferfrom the French amniocentesis reimbursement regulation an implicit social value for a child withDown syndrome of −2.5. We conclude from our study that the policymaker is more likely to preventthe birth of children with Down syndrome than French women themselves.","The subjective value of a life with Down syndrome: Evidence from amnocentesis decision Using a simple theoretical decision model and an original database, we were able to elicit thedistribution of the utility value of having a child with Down syndrome for a large sample of Frenchpregnant women (n = 28, 341) between 2003 and 2007. We found that, on a scale where the value ofa fetal death is 0 and the value of a healthy child is 1, the mean value for a child with Down syndromeis about −0.6. Assuming that the policymaker used the same decision model as the women, we inferfrom the French amniocentesis reimbursement regulation an implicit social value for a child withDown syndrome of −2.5. We conclude from our study that the policymaker is more likely to preventthe birth of children with Down syndrome than French women themselves.",en
833200,"Brigitte Dormont, Pierre-Yves Geoffard, Karine Lamiraud. Assurance maladie en Suisse : les assurances supplémentaires nuisent-elles à la concurrence sur l'assurance de base ?. Economie et Statistique / Economics and Statistics, 2013, 455-456, pp.71-87. &#x27E8;halshs-00833200&#x27E9;",https://shs.hal.science/halshs-00833200,"Brigitte Dormont, Pierre-Yves Geoffard, Karine Lamiraud",Assurance maladie en Suisse : les assurances supplémentaires nuisent-elles à la concurrence sur l'assurance de base ?,2013,"De nombreux pays ont introduit des mécanismes concurrentiels en assurance maladie, tout en instaurant une régulation pour éviter la sélection des risques et garantir une solidarité entre malades et bien portants. Le modèle de la "" concurrence régulée "" est ainsi appliqué pour l'assurance maladie de base en Suisse, aux Pays-Bas, en Allemagne, en Israël. Il inspire la réforme de l'assurance maladie aux États-Unis. Cet article analyse le fonctionnement d'un tel système en considérant le cas de la Suisse, où l'on s'intéresse aux interférences potentielles entre le marché des assurances supplémentaires et celui de l'assurance de base. L'organisation actuelle de l'assurance maladie en France diffère de celle du système suisse. Mais la question d'une régulation du marché des assurances complémentaires pourrait être posée à terme. Douze ans après l'introduction de la concurrence régulée, les résultats observés en Suisse sont décevants. Bien que les écarts de primes constatés entre les compagnies d'assurance soient très importants, la proportion d'assurés qui changent de caisse reste faible. Tout se passe comme si les assurés ne faisaient pas jouer la concurrence. Notre analyse montre que la faible mobilité des assurés résulte de la coexistence de deux marchés d'assurance maladie soumis à des règles différentes : le marché de l'assurance de base, où la sélection des risques est interdite, et celui de l'assurance supplémentaire, où elle est autorisée. Les estimations montrent que la propension à changer de caisse est beaucoup plus faible chez les détenteurs d'une assurance supplémentaire qui estiment que leur santé n'est pas excellente. Comme il est préférable pour des raisons pratiques d'avoir son assurance de base et son assurance supplémentaire dans la même caisse, il existe un lien de fait entre les deux marchés. Le droit de sélectionner les candidats à la souscription pour l'assurance supplémentaire nuit à la concurrence sur l'assurance de base.","Assurance maladie en Suisse : les assurances supplémentaires nuisent-elles à la concurrence sur l'assurance de base ? De nombreux pays ont introduit des mécanismes concurrentiels en assurance maladie, tout en instaurant une régulation pour éviter la sélection des risques et garantir une solidarité entre malades et bien portants. Le modèle de la "" concurrence régulée "" est ainsi appliqué pour l'assurance maladie de base en Suisse, aux Pays-Bas, en Allemagne, en Israël. Il inspire la réforme de l'assurance maladie aux États-Unis. Cet article analyse le fonctionnement d'un tel système en considérant le cas de la Suisse, où l'on s'intéresse aux interférences potentielles entre le marché des assurances supplémentaires et celui de l'assurance de base. L'organisation actuelle de l'assurance maladie en France diffère de celle du système suisse. Mais la question d'une régulation du marché des assurances complémentaires pourrait être posée à terme. Douze ans après l'introduction de la concurrence régulée, les résultats observés en Suisse sont décevants. Bien que les écarts de primes constatés entre les compagnies d'assurance soient très importants, la proportion d'assurés qui changent de caisse reste faible. Tout se passe comme si les assurés ne faisaient pas jouer la concurrence. Notre analyse montre que la faible mobilité des assurés résulte de la coexistence de deux marchés d'assurance maladie soumis à des règles différentes : le marché de l'assurance de base, où la sélection des risques est interdite, et celui de l'assurance supplémentaire, où elle est autorisée. Les estimations montrent que la propension à changer de caisse est beaucoup plus faible chez les détenteurs d'une assurance supplémentaire qui estiment que leur santé n'est pas excellente. Comme il est préférable pour des raisons pratiques d'avoir son assurance de base et son assurance supplémentaire dans la même caisse, il existe un lien de fait entre les deux marchés. Le droit de sélectionner les candidats à la souscription pour l'assurance supplémentaire nuit à la concurrence sur l'assurance de base.",fr
4175407,"Andrea Bassanini, Eve Caroli, François Fontaine, Antoine Rebérioux. Escaping social pressure: Fixed-term contracts in multi-establishment firms. Journal of Economic Behavior and Organization, 2021, 188, pp.697-715. &#x27E8;10.1016/j.jebo.2021.05.027&#x27E9;. &#x27E8;hal-03353701&#x27E9;",https://hal.science/hal-03353701,"Andrea Bassanini, Eve Caroli, François Fontaine, Antoine Rebérioux",Escaping social pressure: Fixed-term contracts in multi-establishment firms,2021,"We develop a simple theoretical model showing that, by adding to the adjustment costs associated with permanent contracts, local social pressure against dismissals creates an incentive for CEOs to rely on fixed-term contracts, in an attempt to escape social pressure. Using linked employer-employee data, we show that establishments located closer to headquarters have higher shares of fixed-term contracts in hiring than those located further away whenever firms' headquarters are located in self-centered communities and the CEO not only works but also lives there. We show that these findings can only be explained by local social pressure.","Escaping social pressure: Fixed-term contracts in multi-establishment firms We develop a simple theoretical model showing that, by adding to the adjustment costs associated with permanent contracts, local social pressure against dismissals creates an incentive for CEOs to rely on fixed-term contracts, in an attempt to escape social pressure. Using linked employer-employee data, we show that establishments located closer to headquarters have higher shares of fixed-term contracts in hiring than those located further away whenever firms' headquarters are located in self-centered communities and the CEO not only works but also lives there. We show that these findings can only be explained by local social pressure.",en
3959709,"Nicolas Vignier, Sohela Moussaoui, Antoine Marsaudon, Jérome Wittwer, Florence Jusot, et al.. Frontiers in Public Health. Frontiers in Public Health, 2022, 10. &#x27E8;hal-03959709&#x27E9;",https://hal.science/hal-03959709,"Nicolas Vignier, Sohela Moussaoui, Antoine Marsaudon, Jérome Wittwer, Florence Jusot, ",Frontiers in Public Health,2022,,Frontiers in Public Health ,en
2294328,"René Aïd, Luciano Campi, Nicolas Langrené, Huyên Pham. A probabilistic numerical method for optimal multiple switching problems in high dimension. SIAM Journal on Financial Mathematics, 2014, 5 (1), pp.191-231. &#x27E8;10.1137/120897298&#x27E9;. &#x27E8;hal-02294328&#x27E9;",https://hal.science/hal-02294328,"René Aïd, Luciano Campi, Nicolas Langrené, Huyên Pham",A probabilistic numerical method for optimal multiple switching problems in high dimension,2014,"In this paper, we present a probabilistic numerical algorithm combining dynamic programming, Monte Carlo simulations, and local basis regressions to solve nonstationary optimal multiple switching problems in infinite horizon. We provide the rate of convergence of the method in terms of the time step used to discretize the problem, of the regression basis used to approximate conditional expectations, and of the truncating time horizon. To make the method viable for problems in high dimension and long time horizon, we extend a memory reduction method to the general Euler scheme, so that, when performing the numerical resolution, the storage of the Monte Carlo simulation paths is not needed. Then, we apply this algorithm to a model of optimal investment in power plants in dimension eight, i.e., with two different technologies and six random factors.","A probabilistic numerical method for optimal multiple switching problems in high dimension In this paper, we present a probabilistic numerical algorithm combining dynamic programming, Monte Carlo simulations, and local basis regressions to solve nonstationary optimal multiple switching problems in infinite horizon. We provide the rate of convergence of the method in terms of the time step used to discretize the problem, of the regression basis used to approximate conditional expectations, and of the truncating time horizon. To make the method viable for problems in high dimension and long time horizon, we extend a memory reduction method to the general Euler scheme, so that, when performing the numerical resolution, the storage of the Monte Carlo simulation paths is not needed. Then, we apply this algorithm to a model of optimal investment in power plants in dimension eight, i.e., with two different technologies and six random factors.",en
2415440,"Andrea Bassanini, Eve Caroli, Francois Fontaine, Antoine Rebérioux. Escaping Social Pressure: Fixed-Term Contracts in Multi-Establishment Firms. 2019. &#x27E8;halshs-01724188v3&#x27E9;",https://shs.hal.science/halshs-01724188v3,"Andrea Bassanini, Eve Caroli, Francois Fontaine, Antoine Rebérioux",Escaping Social Pressure: Fixed-Term Contracts in Multi-Establishment Firms,2019,"We investigate the impact of local social pressure against dismissals on the choice of employment contracts made by firms using French linked employer-employee data. Taking into account the potential endogeneity of plant location, we show that establishments located closer to headquarters have higher shares of fixed-term contracts in hiring than those located further away whenever firms' headquarters are located in self-centered communities. We also show that this relationship is driven by firms that are highly visible in the community of the headquarters and whose CEOs not only work but also live there. In contrast, when firms' headquarters belong to communities that are not self-centered, the impact of distance to headquarters on the share of fixed-term contracts turns out to be positive. We show that these findings can only be explained by local social pressure. When the local community at the firm's headquarters is self-centered, CEOs are under pressure to avoid dismissing workers close to headquarters. By adding to the adjustment costs associated with open-ended contracts, this creates an incentive for CEOs to rely more on fixed-term contracts, in an attempt to escape social pressure.","Escaping Social Pressure: Fixed-Term Contracts in Multi-Establishment Firms We investigate the impact of local social pressure against dismissals on the choice of employment contracts made by firms using French linked employer-employee data. Taking into account the potential endogeneity of plant location, we show that establishments located closer to headquarters have higher shares of fixed-term contracts in hiring than those located further away whenever firms' headquarters are located in self-centered communities. We also show that this relationship is driven by firms that are highly visible in the community of the headquarters and whose CEOs not only work but also live there. In contrast, when firms' headquarters belong to communities that are not self-centered, the impact of distance to headquarters on the share of fixed-term contracts turns out to be positive. We show that these findings can only be explained by local social pressure. When the local community at the firm's headquarters is self-centered, CEOs are under pressure to avoid dismissing workers close to headquarters. By adding to the adjustment costs associated with open-ended contracts, this creates an incentive for CEOs to rely more on fixed-term contracts, in an attempt to escape social pressure.",en
3465092,"Ivan Berlin, Noémi Berlin, Marie Malecot, Martine Breton, Florence Jusot, et al.. Financial incentives for smoking cessation in pregnancy: multicentre randomised controlled trial. BMJ - British Medical Journal, 2021, 375, pp.e065217. &#x27E8;10.1136/bmj-2021-065217&#x27E9;. &#x27E8;hal-03465092&#x27E9;",https://hal.sorbonne-universite.fr/hal-03465092,"Ivan Berlin, Noémi Berlin, Marie Malecot, Martine Breton, Florence Jusot, ",Financial incentives for smoking cessation in pregnancy: multicentre randomised controlled trial,2021,"Objective: To evaluate the efficacy of financial incentives dependent on continuous smoking abstinence on smoking cessation and birth outcomes among pregnant smokers.

Design: Single blind, randomised controlled trial.

Setting: Financial Incentive for Smoking Cessation in Pregnancy (FISCP) trial in 18 maternity wards in France.

Participants: 460 pregnant smokers aged at least 18 years who smoked ≤5 cigarettes/day or ≤3 roll-your-own cigarettes/day and had a pregnancy gestation of <18 weeks were randomised to a financial incentives group (n=231) or a control group (n=229).

Interventions: Participants in the financial incentives group received a voucher equivalent to €20 (£17; $23), and further progressively increasing vouchers at each study visit if they remained abstinent. Participants in the control group received no financial incentive for abstinence. All participants received a €20 show-up fee at each of six visits.

Main outcome measures: The main outcome measure was continuous smoking abstinence from the first post-quit date visit to visit 6, before delivery. Secondary outcomes in the mothers were point prevalence abstinence, time to smoking relapse, withdrawal symptoms, blood pressure, and alcohol and cannabis use in past 30 days. Secondary outcomes in the babies were gestational age at birth, birth characteristics (birth weight, length, head circumference, Apgar score), and a poor neonatal outcome-a composite measure of transfer to the neonatal unit, congenital malformation, convulsions, or perinatal death.

Results: Mean age was 29 years. In the financial incentives and control groups, respectively, 137 (59%) and 148 (65%) were employed, 163 (71%) and 171 (75%) were in a relationship, and 41 (18%) and 31 (13%) were married. The participants had smoked a median of 60 cigarettes in the past seven days. The continuous abstinence rate was significantly higher in the financial incentives group (16%, 38/231) than control group (7%, 17/229): odds ratio 2.45 (95% confidence interval 1.34 to 4.49), P=0.004). The point prevalence abstinence rate was higher (4.61, 1.41 to 15.01, P=0.011), the median time to relapse was longer (visit 5 (interquartile range 3-6) and visit 4 (3-6), P<0.001)), and craving for tobacco was lower (β=-1.81, 95% confidence interval -3.55 to -0.08, P=0.04) in the financial incentives group than control group. Financial incentives were associated with a 7% reduction in the risk of a poor neonatal outcome: 4 babies (2%) in the financial incentives group and 18 babies (9%) in the control group: mean difference 14 (95% confidence interval 5 to 23), P=0.003. Post hoc analyses suggested that more babies in the financial incentives group had birth weights ≥2500 g than in the control group: unadjusted odds ratio 1.95 (95% confidence interval 0.99 to 3.85), P=0.055; sex adjusted odds ratio 2.05 (1.03 to 4.10), P=0.041; and sex and prematurity adjusted odds ratio 2.06 (0.90 to 4.71), P=0.086. As these are post hoc analyses, the results should be interpreted with caution.

Conclusions: Financial incentives to reward smoking abstinence compared with no financial incentives were associated with an increased abstinence rate in pregnant smokers. Financial incentives dependent on smoking abstinence could be implemented as a safe and effective intervention to help pregnant smokers quit smoking.","Financial incentives for smoking cessation in pregnancy: multicentre randomised controlled trial Objective: To evaluate the efficacy of financial incentives dependent on continuous smoking abstinence on smoking cessation and birth outcomes among pregnant smokers.

Design: Single blind, randomised controlled trial.

Setting: Financial Incentive for Smoking Cessation in Pregnancy (FISCP) trial in 18 maternity wards in France.

Participants: 460 pregnant smokers aged at least 18 years who smoked ≤5 cigarettes/day or ≤3 roll-your-own cigarettes/day and had a pregnancy gestation of <18 weeks were randomised to a financial incentives group (n=231) or a control group (n=229).

Interventions: Participants in the financial incentives group received a voucher equivalent to €20 (£17; $23), and further progressively increasing vouchers at each study visit if they remained abstinent. Participants in the control group received no financial incentive for abstinence. All participants received a €20 show-up fee at each of six visits.

Main outcome measures: The main outcome measure was continuous smoking abstinence from the first post-quit date visit to visit 6, before delivery. Secondary outcomes in the mothers were point prevalence abstinence, time to smoking relapse, withdrawal symptoms, blood pressure, and alcohol and cannabis use in past 30 days. Secondary outcomes in the babies were gestational age at birth, birth characteristics (birth weight, length, head circumference, Apgar score), and a poor neonatal outcome-a composite measure of transfer to the neonatal unit, congenital malformation, convulsions, or perinatal death.

Results: Mean age was 29 years. In the financial incentives and control groups, respectively, 137 (59%) and 148 (65%) were employed, 163 (71%) and 171 (75%) were in a relationship, and 41 (18%) and 31 (13%) were married. The participants had smoked a median of 60 cigarettes in the past seven days. The continuous abstinence rate was significantly higher in the financial incentives group (16%, 38/231) than control group (7%, 17/229): odds ratio 2.45 (95% confidence interval 1.34 to 4.49), P=0.004). The point prevalence abstinence rate was higher (4.61, 1.41 to 15.01, P=0.011), the median time to relapse was longer (visit 5 (interquartile range 3-6) and visit 4 (3-6), P<0.001)), and craving for tobacco was lower (β=-1.81, 95% confidence interval -3.55 to -0.08, P=0.04) in the financial incentives group than control group. Financial incentives were associated with a 7% reduction in the risk of a poor neonatal outcome: 4 babies (2%) in the financial incentives group and 18 babies (9%) in the control group: mean difference 14 (95% confidence interval 5 to 23), P=0.003. Post hoc analyses suggested that more babies in the financial incentives group had birth weights ≥2500 g than in the control group: unadjusted odds ratio 1.95 (95% confidence interval 0.99 to 3.85), P=0.055; sex adjusted odds ratio 2.05 (1.03 to 4.10), P=0.041; and sex and prematurity adjusted odds ratio 2.06 (0.90 to 4.71), P=0.086. As these are post hoc analyses, the results should be interpreted with caution.

Conclusions: Financial incentives to reward smoking abstinence compared with no financial incentives were associated with an increased abstinence rate in pregnant smokers. Financial incentives dependent on smoking abstinence could be implemented as a safe and effective intervention to help pregnant smokers quit smoking.",en
